ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label
7452,Having an ice cream,A little girl is sitting in a shopping cart.,she,A little girl is sitting in a shopping cart. she,"['is eating cereal in a bowl.', 'turns around on the bottom of the cart.', 'then grabs a white trash can and begins cleaning it with soap.', 'is making faces while holding an ice cream cone.']",activitynet~v_sfCfrWpHpu0,val,zeroshot,3
7453,Having an ice cream,A little girl is sitting in a shopping cart. She is making faces while holding an ice cream cone.,she,A little girl is sitting in a shopping cart. She is making faces while holding an ice cream cone. she,"['looks away and licks the cone.', 'is eating something from a bowl also.', 'gets the ice cream cone out of her bag.', 'then holds the cone underwater and sucks all the melted ice cream out.']",activitynet~v_sfCfrWpHpu0,val,zeroshot,0
7456,Layup drill in basketball,A man is seen speaking to the camera while holding a basketball.,the man,A man is seen speaking to the camera while holding a basketball. the man,"['then walks out with the ball while speaking to the camera.', 'points all around him and starts hitting the object from various angles.', 'then begins performing several baskets.', 'then begins demonstrating how to use the basketball to hit a ball while still speaking to the camera.']",activitynet~v_ssBiSN8XofA,val,zeroshot,2
7457,Layup drill in basketball,A man is seen speaking to the camera while holding a basketball. The man then begins performing several baskets.,he,A man is seen speaking to the camera while holding a basketball. The man then begins performing several baskets. he,"['straight across the basket with a forward momentum.', 'continues shooting hoops with the ball while speaking to the camera.', 'throws the ball back and fourth and ends by demonstrating how to tie his shoes.', 'begins throwing all of the sticks using the stick.']",activitynet~v_ssBiSN8XofA,val,zeroshot,1
7469,Skateboarding,An introduction comes onto the screen for a video about skate boarding tricks.,several tricks,An introduction comes onto the screen for a video about skate boarding tricks. several tricks,"['are shown while someone narrates the tricks.', 'are shown on what appears to be a ski lift.', 'are shown of skate boarding, ranging from riding by some sort of ladder, up from couches, and down from sinks.', 'are shown on the skates as they move quickly.']",activitynet~v_t6f_O8a4sSg,val,indomain,0
7470,Skateboarding,An introduction comes onto the screen for a video about skate boarding tricks. Several tricks are shown while someone narrates the tricks.,a man,An introduction comes onto the screen for a video about skate boarding tricks. Several tricks are shown while someone narrates the tricks. a man,"['is shown standing on a slack line as details of his trick are shown.', 'talks while playing a front row home on his skateboard as even more tricks are shown and narrates.', 'is shown on the screen giving details about the tricks and offering pointers and tips.', 'walks along a track with a helmet on.']",activitynet~v_t6f_O8a4sSg,val,indomain,2
7477,Washing face,A rabbit is cleaning itself with its tongue.,it,A rabbit is cleaning itself with its tongue. it,"['looks up at the camera and the camera holds its eye open.', 'is underneath a chair.', 'lays down on its back while it sniffs information.', 'waves its front paw at the camera.']",activitynet~v_tBFX7g605Go,val,zeroshot,1
7478,Washing face,A rabbit is cleaning itself with its tongue. It is underneath a chair.,it,A rabbit is cleaning itself with its tongue. It is underneath a chair. it,"['is shaving the leg of a man.', 'gets a towel and cleans its face.', 'looks into the camera.', 'is feeding a dog something.']",activitynet~v_tBFX7g605Go,val,zeroshot,2
7479,Washing face,A rabbit is cleaning itself with its tongue. It is underneath a chair. It looks into the camera.,it,A rabbit is cleaning itself with its tongue. It is underneath a chair. It looks into the camera. it,"['stares blankly at it.', 'takes a drink from its water.', 'is placing its legs in a bag.', 'does a back and forth process after sticking its tongue out.']",activitynet~v_tBFX7g605Go,val,zeroshot,0
7480,Ice fishing,A couple of men are standing on an iced over lake.,they,A couple of men are standing on an iced over lake. they,"['are engaged in a game of volleyball.', 'jump off of a bridge onto a large rock.', 'put the tubing into the water, led by a boy.', 'have made holes through the ice.']",activitynet~v_tBGeBbO8gh0,val,zeroshot,3
7481,Ice fishing,A couple of men are standing on an iced over lake. They have made holes through the ice.,they,A couple of men are standing on an iced over lake. They have made holes through the ice. they,"['then try to kick and move through it.', 'fish with long poles in the water.', 'are seen sitting around a table putting water bottles into a jar together.', 'are using a diversion to fish.']",activitynet~v_tBGeBbO8gh0,val,zeroshot,1
7507,Cleaning shoes,A person is sitting down holding blue shoes. They hold a bottle wet wipes.,they,A person is sitting down holding blue shoes. They hold a bottle wet wipes. they,"['rub the blue spots on the shoes.', 'use the wet wipes to clean several rose petals off their shoes.', 'start wiping all over their feet.', 'take one and start wiping the bottom of the shoe.']",activitynet~v_tghS4UnuWzk,val,indomain,3
7508,Cleaning shoes,A person is sitting down holding blue shoes. They hold a bottle wet wipes. They take one and start wiping the bottom of the shoe.,they,A person is sitting down holding blue shoes. They hold a bottle wet wipes. They take one and start wiping the bottom of the shoe. they,"['give a kiss on the end and let go.', 'stand up and grab another and put it on the back.', 'get a different shoe and start wiping it.', 'lay on a towel and dry them with the wet wipes.']",activitynet~v_tghS4UnuWzk,val,indomain,2
7515,Sharpening knives,A man is seen stepping on a tool and spinning a blade.,he,A man is seen stepping on a tool and spinning a blade. he,"['ties it around his body while looking back to the camera.', 'holds up a knife and continues to sharpen the blade.', 'then holds a person up and shows off his tool.', 'then scrapes the blade over a rock and shows how to properly wrap it around his leg.']",activitynet~v_txyXUXWybt4,val,zeroshot,1
7522,Ice fishing,A boy is ice fishing on a frozen lake in the winter time. He pulls up a fish as his parents watch him pull it in.,he,A boy is ice fishing on a frozen lake in the winter time. He pulls up a fish as his parents watch him pull it in. he,"['gets one and walks over for a bite.', 'fishes and catches small fish as well as many other fish before getting tired.', 'finally gets the fish up onto the ice and he sees that it is a really big catch.', 'reels the fish in and hugs it before walking away.']",activitynet~v_u9aFICSj7zw,val,zeroshot,2
7536,Javelin throw,A man runs on his tip toes setting up for the play. The athlete runs down the track holding a javelin.,the athlete,A man runs on his tip toes setting up for the play. The athlete runs down the track holding a javelin. the athlete,"['hurls his javelin down the field then watches.', 'performs a long jump and receives his second point.', 'vaults over a bar at the end.', 'falls over and stands up.']",activitynet~v_ucsAN6pGv6w,val,indomain,0
7546,Running a marathon,A male racer is talking in an interview. Several runners walk by and wave.,they,A male racer is talking in an interview. Several runners walk by and wave. they,"['run down the track and into the sand.', 'begin a race during a crowded track.', 'crash into each other in the street.', 'engage in a long race to the finish line.']",activitynet~v_v-YKnFqX_L0,val,zeroshot,3
7595,Table soccer,Two men and two women are playing table soccer and showing the table. A man and a woman are in a living room playing table soccer.,people,Two men and two women are playing table soccer and showing the table. A man and a woman are in a living room playing table soccer. people,"['are in a comercial showing the socer table and playing.', 'standing around her and in the corner practicing table soccer.', 'are standing in street behind them watching.', 'are walking by the table wearing white bumper cars.']",activitynet~v_wmrrBnxbHjk,val,indomain,0
7611,Powerbocking,A man is running in pogo stilts. He turns around and then walks back.,he,A man is running in pogo stilts. He turns around and then walks back. he,"['runs up a long flight of stairs.', 'jumps into a bucket of water and lays on it.', 'runs at the camera at the end.', 'runs again and does a front flip and lands on the track.']",activitynet~v_xDD9rWISPpk,val,indomain,2
7627,Sailing,A man sits on a sail boat in the river. Another sailboat is shown being driven.,several people,A man sits on a sail boat in the river. Another sailboat is shown being driven. several people,"['are in the water, trying to make floats.', 'are interviewed on the docks.', 'walk beside the boats, guiding them with their oars.', 'are then seen at various rafts rafting.']",activitynet~v_xYu5luMTycc,val,indomain,1
7646,Baking cookies,"Two young girls stand in a kitchen, with one holding a bag of something and talking and the other standing on a chair.",the two,"Two young girls stand in a kitchen, with one holding a bag of something and talking and the other standing on a chair. the two","['collaborate to mix the bag and some other ingredients in a large bowl.', 'girls begin move the girl on the chair and then the one on the chair exercises along with her while she talks.', 'women begin cooking something into a pan, then around the food, having it made straight out from scratch.', 'girls serve a sandwich, then, the two girl and one put sheet cake on the table.']",activitynet~v_xsdrqauYhJs,val,indomain,0
7648,Baking cookies,The two collaborate to mix the bag and some other ingredients in a large bowl. The first girl gets something from the refrigerator.,the two,The two collaborate to mix the bag and some other ingredients in a large bowl. The first girl gets something from the refrigerator. the two,"['link their hands and begin to eat fried dough.', 'boys clap for them and a mixture of everything disappears.', 'then become the badminton team, competing in the javelin throw as the crowd cheers loudly.', 'are shown mixing the bowl in turn.']",activitynet~v_xsdrqauYhJs,val,indomain,3
7649,Baking cookies,The two collaborate to mix the bag and some other ingredients in a large bowl. The first girl gets something from the refrigerator. The two are shown mixing the bowl in turn.,the two,The two collaborate to mix the bag and some other ingredients in a large bowl. The first girl gets something from the refrigerator. The two are shown mixing the bowl in turn. the two,"['shapes the mix from the bowl into lumps and places them on a baking sheet.', 'decide sea life to prepare for their breastfeeding day.', 'experience a moment of weightlessness before relaxing into a comfortable routine on the sofa.', 'continue mixing and 4 glasses come together with a bowl of cookie dough.']",activitynet~v_xsdrqauYhJs,val,indomain,0
7650,Baking cookies,The two are shown mixing the bowl in turn. The two shapes the mix from the bowl into lumps and places them on a baking sheet.,the two,The two are shown mixing the bowl in turn. The two shapes the mix from the bowl into lumps and places them on a baking sheet. the two,"['mix the cookies over the oven with the arm of the baking sheet out and hand shake an the hands of the person holding the bowl.', 'are shown once again in several more sitka footage.', 'place the baking sheet in an oven.', 'are then seen blowing them onto a cake and on the edges on baking sheets.']",activitynet~v_xsdrqauYhJs,val,indomain,2
7651,Baking cookies,The two shapes the mix from the bowl into lumps and places them on a baking sheet. The two place the baking sheet in an oven. The two girls hug each other.,the two girls,The two shapes the mix from the bowl into lumps and places them on a baking sheet. The two place the baking sheet in an oven. The two girls hug each other. the two girls,"['place a brown paper bag over an oven.', 'flat ironed the baked sheets.', 'sit in front of the oven licking their mixing spoons.', 'grab plates and dish wash and put them in the dishwasher and return to flipping the cards.']",activitynet~v_xsdrqauYhJs,val,indomain,2
7652,Baking cookies,The two girls hug each other. The two girls sit in front of the oven licking their mixing spoons.,the two girls,The two girls hug each other. The two girls sit in front of the oven licking their mixing spoons. the two girls,"['tear up and speak to each other as they continue to eat their lunches.', 'begin to scrape the top off the potatoes.', 'remove the baking sheet from the oven.', 'take a glass o milk then chug it.']",activitynet~v_xsdrqauYhJs,val,indomain,2
7653,Baking cookies,The two girls sit in front of the oven licking their mixing spoons. The two girls remove the baking sheet from the oven.,the two girls,The two girls sit in front of the oven licking their mixing spoons. The two girls remove the baking sheet from the oven. the two girls,"['then prepare the ingredients to bake.', 'grab a baking sheet and position it on the oven.', 'sit with a plate of baked cookies between them.', 'take a spoon frame and wrap it in tape.']",activitynet~v_xsdrqauYhJs,val,indomain,2
7724,Doing karate,A teen boy talks in a public place while remember his martial arts competition.,the teen boy,A teen boy talks in a public place while remember his martial arts competition. the teen boy,"['then plays in a large trash can while children are walking past, and the teen describes his experience.', 'fetches a kickball and throws it at a goal.', ""fails once and kicks the male's leg."", 'competes karate with other boy while a person film him.']",activitynet~v_-9l1Rh10bO8,val,indomain,3
7733,Playing drums,A young man wearing a hat is seen playing a set of drums in front of an audience while they record him.,more people,A young man wearing a hat is seen playing a set of drums in front of an audience while they record him. more people,"['are seen playing guitars and singing along while the man continues playing drums along with the song.', 'are seen performing with him playing the drums and being interviewed by the scene.', 'walk in and out of frame while he plays, pausing for a side view and others getting closer.', 'appear as the continues to play with one another and ends with the man embracing others.']",activitynet~v_-E2dqOULQgY,val,indomain,0
7784,Cutting the grass,Person drives the red riding lawnmower across the yard.,the dogs,Person drives the red riding lawnmower across the yard. the dogs,"['chasing the mower stop to watch them.', 'protect the man as he runs around the yard.', 'run across the yard.', 'bends over as the person drives the lawnmower.']",activitynet~v_0czF2CCgq6I,val,zeroshot,2
7785,Cutting the grass,Person drives the red riding lawnmower across the yard. The dogs run across the yard.,the person,Person drives the red riding lawnmower across the yard. The dogs run across the yard. the person,"['decides to turn off the red mower.', 'pushes the mower as far as it will go and jumps over it.', 'walks across the yard and opens the back door of the red riding lawnmower.', 'puts a tack on a black, and then the dogs run by.']",activitynet~v_0czF2CCgq6I,val,zeroshot,0
7813,Sharpening knives,The title is seen on a black screen and we see the tools. Instructions and demonstrations instructs us to wet the stone.,we,The title is seen on a black screen and we see the tools. Instructions and demonstrations instructs us to wet the stone. we,"['see the stone in the washer and dryer and the instructions are given.', 'see a forearm showing and the word cutter under a black line.', 'see the bath drill in action.', 'are then instructed and shown how to slide the knife on the stone.']",activitynet~v_1Se1ZqCSQvk,val,zeroshot,3
7816,Sharpening knives,We are instructed and shown how to use the sharpening steel. We are instructed and shown how to use a bowl to sharpen a knife.,we,We are instructed and shown how to use the sharpening steel. We are instructed and shown how to use a bowl to sharpen a knife. we,"['are shown the knife cutting tomatoes.', 'see the shuttlecock in the image.', 'see the lady in red again.', 'are shown the polish and prep display.']",activitynet~v_1Se1ZqCSQvk,val,zeroshot,0
7820,Kayaking,Outside in the water a man is kayaking during on some heavy waves.,people,Outside in the water a man is kayaking during on some heavy waves. people,"['are playing water polo in the water against the waves.', 'are standing next to the strong waves.', 'are sitting in kayaks by the water from the university.', 'are standing by recording and watching him as he kayaks through.']",activitynet~v_1buoiCgXG1Q,val,indomain,3
7826,Running a marathon,"A group of people are walking outdoors, and people are preparing to run in a race.",they,"A group of people are walking outdoors, and people are preparing to run in a race. they","['jump over one another to get to the finish line, but each run ends with one missing.', 'are very much like the people on tv, looking forward, and having a good time.', 'run down city streets and past numerous buildings.', 'run down to the shore of the river to jump into the water.']",activitynet~v_1gp-5iOIfVo,val,zeroshot,2
7870,Raking leaves,A man rake dead leaves in a backyard.,then,A man rake dead leaves in a backyard. then,"[', the man slides on the sidewalk, then approaches the fallen leaves with a rake and collect them.', ', the man turn the mower around and continues rake the leaves.', ', the man moves jumping the buckets to reach large bushes.', ', the man put the leaves in a bags.']",activitynet~v_2Sev8z4P7pE,val,indomain,3
7871,Raking leaves,"A man rake dead leaves in a backyard. Then, the man put the leaves in a bags.",after,"A man rake dead leaves in a backyard. Then, the man put the leaves in a bags. after","[', the man mows the lawn.', ', the man rake some more leaves on the grass until whole.', ', the man rake a car tire and use a tool to remove the plastic on the tire.', ', the man rake the leaves by hand.']",activitynet~v_2Sev8z4P7pE,val,indomain,0
7891,Baking cookies,There's a tutorial on how to make shortbread cookies.,the chef,There's a tutorial on how to make shortbread cookies. the chef,"['looks at a flyer on a screen.', 'demonstrates how to mix the butter and flour in a blender to blend the dough.', 'grabs the bread and slices it up and out then adding the rest of the bread.', 'is giving directions as he uses the knife and the cheese, and shows how you can spread the milk, and how it can be baked before adding instead the baking powder.']",activitynet~v_2tlLq9qvG-c,val,indomain,1
7893,Baking cookies,The chef demonstrates how to mix the butter and flour in a blender to blend the dough. Then she knead the dough together to make a rectangular roll.,she,The chef demonstrates how to mix the butter and flour in a blender to blend the dough. Then she knead the dough together to make a rectangular roll. she,"['sprinkles some sugar on a parchment paper and rolls the dough in it and covers it before keeping it in the refrigerator.', 'adds the mixes of other ingredients into the dough.', 'rolls the dough around and makes a sandwich.', 'measures flour and dough and knits it into a plastic bag.']",activitynet~v_2tlLq9qvG-c,val,indomain,0
7894,Baking cookies,She sprinkles some sugar on a parchment paper and rolls the dough in it and covers it before keeping it in the refrigerator.,after,She sprinkles some sugar on a parchment paper and rolls the dough in it and covers it before keeping it in the refrigerator. after,"[', she slides it onto a metal tray and glues it down onto a plate.', 'some more mix, she cuts out shapes to plated and lays out it in bowls and makes a small foil fit over them.', ', she puts the packet in the oven and prepares a casserole dish.', 'cooling the dough, she takes it out and cuts them into rectangular pieces.']",activitynet~v_2tlLq9qvG-c,val,indomain,3
7895,Baking cookies,"She sprinkles some sugar on a parchment paper and rolls the dough in it and covers it before keeping it in the refrigerator. After cooling the dough, she takes it out and cuts them into rectangular pieces.",she,"She sprinkles some sugar on a parchment paper and rolls the dough in it and covers it before keeping it in the refrigerator. After cooling the dough, she takes it out and cuts them into rectangular pieces. she","['places the raw cookie on a cookie sheet and bakes them.', 'seeds a cookie inside the cookie then puts them inside a rolled up package.', 'folds them in shape and makes the dough into a sling and a bowl with frosting.', 'removes the tube without cutting the dough.']",activitynet~v_2tlLq9qvG-c,val,indomain,0
7896,Baking cookies,"After cooling the dough, she takes it out and cuts them into rectangular pieces. She places the raw cookie on a cookie sheet and bakes them.",when the cookies,"After cooling the dough, she takes it out and cuts them into rectangular pieces. She places the raw cookie on a cookie sheet and bakes them. when the cookies","['are done, she takes a plate and runs them in water.', 'are done baking, she places them in an airtight plastic container for storing for future consumption.', 'are finished, white letters indicate that they are a gift gift from ms who is helping and sending them to the shop along with other gift and supplies.', 'are done, she removes them into the oven.']",activitynet~v_2tlLq9qvG-c,val,indomain,1
7922,Clean and jerk,.,a shirtless man wearing long pants and red shoes,. a shirtless man wearing long pants and red shoes,"['is standing inside a garage with another man dressed like a drunk.', 'is skateboarding on a path in a secluded neighborhood at night and appears to be about to pass on his skateboard.', 'is bent over and has his two hands gripping onto a barbell with two very large weights on the ends of it.', 'prepares to perform a high dive off a stair stepper but it slides but slips.']",activitynet~v_3bi2XM3scQA,val,zeroshot,2
7924,Clean and jerk,"The man then picks it up, squats, jumps to open his legs then quickly drops the bar and pushes the weight towards the middle of the bar and rests for a little bit.",the man,"The man then picks it up, squats, jumps to open his legs then quickly drops the bar and pushes the weight towards the middle of the bar and rests for a little bit. the man","['then rounds his legs and gains the momentum to pick the weight back up and begins continuing to dumbell it again, this time squatting farther.', 'then lifts himself up to grab the bar using both legs and then he jumps onto his arms and holds it for a little bit missing his feet.', 'stands back up to test how he can do this and lets his legs crouch both ways.', 'goes back to the bar, struggles to pick it up, holds it above his head and then throws it to the ground where it bounces very hard.']",activitynet~v_3bi2XM3scQA,val,zeroshot,3
7996,Cutting the grass,"A woman takes a swing chair to the side of the backyard. Then, the woman mows the grass of the backyard.",after,"A woman takes a swing chair to the side of the backyard. Then, the woman mows the grass of the backyard. after","[', the woman takes an umbrella to hold in case of rain.', ', the woman takes out the container of the mower and puts the dead grass in a trash bag, then she puts back the container in the mower.', ', the woman walk to the other side of the yard a man comes to her to help her.', ', the woman jumps the chair.']",activitynet~v_62BPME-ikJU,val,zeroshot,1
7997,Cutting the grass,"After, the woman takes out the container of the mower and puts the dead grass in a trash bag, then she puts back the container in the mower.",a boy,"After, the woman takes out the container of the mower and puts the dead grass in a trash bag, then she puts back the container in the mower. a boy","['is guiding the girl with a pick.', 'makes a sweat log, then he does the same, after the woman begins to mow around the yard area, the boy come on to help.', 'stands watching the woman.', 'runs using the mower behind the house and high kicks some grass, then he goes to play with other boys.']",activitynet~v_62BPME-ikJU,val,zeroshot,2
8139,Snatch,People works in a construction site.,a construction worker,People works in a construction site. a construction worker,"['sits and drinks from a cup.', 'screws something into the bottom of a plastic bag.', 'uses a tool to carve working bed down type of smile on a wooden board.', 'uses tools to spread cement on the snow.']",activitynet~v_AAfFlwaXW3c,val,indomain,0
8151,Tumbling,A man is seen speaking to the camera that leads into several clips of a gym. Many people are seen performing gymnastics on a mat while the camera follows close behind.,people,A man is seen speaking to the camera that leads into several clips of a gym. Many people are seen performing gymnastics on a mat while the camera follows close behind. people,"['are seen jumping rope while others cheer on and stand around.', 'run up and down the course while being helped up and perform.', 'watch the people perform and come back to the man still speaking.', 'continue flipping around the gym while also stopping to speak to the camera.']",activitynet~v_AFtFitXAFks,val,indomain,3
8155,Powerbocking,Men are hopping and walking around on artificial legs that are attached to their own legs.,an older man,Men are hopping and walking around on artificial legs that are attached to their own legs. an older man,"['stops them to talk to them.', 'is talking on the microphone that is attached to the back of a snowmobile helping some kids jet ski on the artificial legs.', 'in a brown pine chair has his legs attached and other people in the studio are also attached to his legs having to walk on artificial legs.', 'walks to a cube and sometimes he stands up close to it and tries to solve the cube.']",activitynet~v_ASXqlsSfZ5E,val,indomain,0
8166,Bullfighting,A matador got knocked down by a bull and the bull injured him.,another matador,A matador got knocked down by a bull and the bull injured him. another matador,"['helped him get away after he was gored in the neck.', 'on a red horse killed a bull and the bull ran after the matador.', 'lost his archery pole to a bull that knocked him to the ground.', 'is injured but is shot and the bull tries to eat him.']",activitynet~v_Aa33vHLEXJA,val,indomain,0
8167,Bullfighting,A matador got knocked down by a bull and the bull injured him. Another matador helped him get away after he was gored in the neck.,a matador in a gold costume,A matador got knocked down by a bull and the bull injured him. Another matador helped him get away after he was gored in the neck. a matador in a gold costume,"['storm opposite a bull.', 'rides a bull and score and gets his helmet knocked off by a bull that attacked him.', 'lifted the loser and threw him on the ground.', 'waved a red banner at him, but he avoided the bull.']",activitynet~v_Aa33vHLEXJA,val,indomain,3
8171,Fixing bicycle,A man is seen speaking to the camera and leads into him holding up various tools and begins putting them on a bike.,the man,A man is seen speaking to the camera and leads into him holding up various tools and begins putting them on a bike. the man,"['then ties the strings on the bike while still speaking furiously to the camera and is seen pushing himself along the side.', 'demonstrates how to properly piece together a bike and peddling the bike to show how it works.', 'tires the tire and then uses a tool to tighten the hole while continuing to speak to the camera.', 'is now riding the bike around the area while speaking to the camera and holding up various obstacles on the bike.']",activitynet~v_Auy0KGsXAIg,val,indomain,1
8230,Making a lemonade,.,a counter top with lemons and ingredients in small bowls,. a counter top with lemons and ingredients in small bowls,"['is stacked up against a wall.', 'are floating on a dark blue body of water.', 'is shown, with several individuals standing by the counter.', ', a long piece of braided yarn inside, and a little black pail full of apples on a table sitting next to a long wooden bench in front of a white wall on metal, metal table, wooden table, wooden bench, beanbag chairs, wooden kitchen countertop and glass red shade top sponge and white bowl full of chopped apples and green strawberries.']",activitynet~v_C0MIMsY6okw,val,indomain,2
8231,Making a lemonade,"A counter top with lemons and ingredients in small bowls is shown, with several individuals standing by the counter.",one of the individuals,"A counter top with lemons and ingredients in small bowls is shown, with several individuals standing by the counter. one of the individuals","['placed the ups on the mixing spoon bowl and stirs, followed by the individual mixing the lemon juice into.', 'walks around the counter and begins placing the apples in the bowl.', 'boils the lemons in a glass bowl, while others dip a lemon in one of the pots.', 'extends a hand and manipulates the ingredients.']",activitynet~v_C0MIMsY6okw,val,indomain,3
8232,Making a lemonade,"A counter top with lemons and ingredients in small bowls is shown, with several individuals standing by the counter. One of the individuals extends a hand and manipulates the ingredients.",the individual,"A counter top with lemons and ingredients in small bowls is shown, with several individuals standing by the counter. One of the individuals extends a hand and manipulates the ingredients. the individual","['then breaks the lemon in half with action.', 'holds a lemon while pouring it into one of the large bowls.', 'then squeezes the orange juice into the bowl of a lemon.', 'uses a knife to cut the lemons.']",activitynet~v_C0MIMsY6okw,val,indomain,3
8234,Making a lemonade,The individual uses a knife to cut the lemons. The individual squeezes the lemons' juice into a mug using a tool.,the individual,The individual uses a knife to cut the lemons. The individual squeezes the lemons' juice into a mug using a tool. the individual,"['puts some of the ingredients in small bowls into the mug.', 'adds the lemons to the mug.', 'measures the liquid with the grinder.', 'cuts a lemon and places it on a plate.']",activitynet~v_C0MIMsY6okw,val,indomain,0
8236,Making a lemonade,The individual puts some of the ingredients in small bowls into the mug. The individual rearranges the items on the counter top.,the individual,The individual puts some of the ingredients in small bowls into the mug. The individual rearranges the items on the counter top. the individual,"['mixes some water into the mug.', 'puts sprinkles onto the cake.', 'take the mug mixture out of the meal.', 'fills the mug with ice and pours liquid from a tube into the mug.']",activitynet~v_C0MIMsY6okw,val,indomain,0
8238,Making a lemonade,The individual rearranges the items on the counter top. The individual mixes some water into the mug. The individual squeezes lemons into the mug.,the individual,The individual rearranges the items on the counter top. The individual mixes some water into the mug. The individual squeezes lemons into the mug. the individual,"['breaks a lemon in half.', 'mixes greens into the mug.', 'mixes the contents of the mug.', 'places the mug into a container.']",activitynet~v_C0MIMsY6okw,val,indomain,2
8239,Making a lemonade,The individual mixes some water into the mug. The individual squeezes lemons into the mug. The individual mixes the contents of the mug.,eight containers of liquid,The individual mixes some water into the mug. The individual squeezes lemons into the mug. The individual mixes the contents of the mug. eight containers of liquid,"['are shown swirling in the liquid.', 'are fasted into the mug.', 'are shown on the counter top.', 'on a towel and put them into the mug.']",activitynet~v_C0MIMsY6okw,val,indomain,2
8280,Cutting the grass,A man mows his lawn while being filmed from a high angle in a sped-up video.,the man,A man mows his lawn while being filmed from a high angle in a sped-up video. the man,"['cuts fence paper using his hands.', 'follows various landmarks as he mows the grass as well as spectators.', 'walks across the mowed lawn and sits on a bench.', 'is now outside shown standing in various locations and his mower slowing down as he goes in and out of frame.']",activitynet~v_CjPN7fw0B48,val,zeroshot,2
8281,Cutting the grass,A man mows his lawn while being filmed from a high angle in a sped-up video. The man walks across the mowed lawn and sits on a bench.,the man,A man mows his lawn while being filmed from a high angle in a sped-up video. The man walks across the mowed lawn and sits on a bench. the man,"['takes out a spray bottle and continues to mow the lawn.', 'fixes his bra laces.', 'stands and walks back across the lawn.', 'plays a large keyboard, strumming on the keys and pausing intermittently.']",activitynet~v_CjPN7fw0B48,val,zeroshot,2
8298,Playing beach volleyball,The people play volleyball on the beach.,the ball,The people play volleyball on the beach. the ball,"['goes out of bounds.', 'goes into the sand and a player gets passed to get it.', 'goes all around the court.', 'is thrown far and the camera moves right.']",activitynet~v_D7Oc3SLX0wo,val,indomain,0
8300,Playing beach volleyball,The ball goes out of bounds. The man in green picks up the ball. The man with red shorts serves the ball.,the man,The ball goes out of bounds. The man in green picks up the ball. The man with red shorts serves the ball. the man,"['who is in black is running and served the ball.', 'in blue shorts serves again.', 'in blue walks over and walks in front of the ball, serves it and walks the other way.', 'serves the ball again.']",activitynet~v_D7Oc3SLX0wo,val,indomain,3
8301,Playing beach volleyball,The man in green picks up the ball. The man with red shorts serves the ball. The man serves the ball again.,the ball,The man in green picks up the ball. The man with red shorts serves the ball. The man serves the ball again. the ball,"['goes into the opposing goal.', 'goes out of bounds again.', 'returns and the man in green serves the ball.', 'hits the rope and floats across the field.']",activitynet~v_D7Oc3SLX0wo,val,indomain,1
8326,Playing beach volleyball,"Four men play beach volleyball while serving, passing and hitting the ball. A little girl stand behind the players.",then,"Four men play beach volleyball while serving, passing and hitting the ball. A little girl stand behind the players. then","[', the girl and the two other girls continue playing.', ', the players stand as spectators, while the girls run and swim.', ', the young man play beach volleyball with another guy.', ', the men change sides and continues playing beach volleyball.']",activitynet~v_E5FiPYZARLE,val,indomain,3
8347,Playing congas,This man is beating on the congas using the palms of his hands and he also makes fists sometimes to make a deeper sound.,he,This man is beating on the congas using the palms of his hands and he also makes fists sometimes to make a deeper sound. he,"['gets all pumped up and his shiny shoes are getting shiny as he continues to beat on the congas.', 'also starts stomping on the congas with his feet and the rhythmic beat he made on the congas.', 'is sitting on a black stool and he is in between two microphones to record what is going on.', 'has a start with putting both hands up in the air and he does this for a long time.']",activitynet~v_EbGq9gXcXLQ,val,indomain,2
8350,Surfing,A few surfers are out in the ocean surfing.,a surfer in a wetsuit,A few surfers are out in the ocean surfing. a surfer in a wetsuit,"['waves his arms for animation.', 'is bouncing on the rope and then just falls onto the water.', 'comes down a hill.', 'rides his surfboard on the waves.']",activitynet~v_EpWZ_-hNKKs,val,indomain,3
8351,Surfing,A few surfers are out in the ocean surfing. A surfer in a wetsuit rides his surfboard on the waves.,the waves,A few surfers are out in the ocean surfing. A surfer in a wetsuit rides his surfboard on the waves. the waves,"['part as he passes an old buck.', 'push the surfer into the side of the water and away from him.', 'knock him off his surfboard.', ""are so strong and violent and he can't control himself as he falls for a while, doing tricks and pulling other surfers like a buoy.""]",activitynet~v_EpWZ_-hNKKs,val,indomain,2
8363,Ice fishing,A man is standing in the snow holding a fishing pole and talking. A view of under the water is shown.,the man,A man is standing in the snow holding a fishing pole and talking. A view of under the water is shown. the man,"['is kneeling down in the snow reeling a fishing pole.', 'grabs some fish and gets in the water and puts it in a hole.', 'is laying on the ground while leading a fishing song inside the bank.', 'starts fishing by fishing with his mouth, while the camera helps.']",activitynet~v_FEqLmpNzxdg,val,zeroshot,0
8366,Ice fishing,The man is kneeling down in the snow reeling a fishing pole. A fish is seen under the water. Another man in a blue coat is next to him.,they,The man is kneeling down in the snow reeling a fishing pole. A fish is seen under the water. Another man in a blue coat is next to him. they,"['smile back at each other and dive under the water to fish.', 'pull out a large fish and pose with it.', 'go back under and are seen fishing for a while.', 'are trying very hard not to get caught.']",activitynet~v_FEqLmpNzxdg,val,zeroshot,1
